AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
30-44,36.9,1710,"Collins, Mr. Mark",male,2,0
60+,61.4,1711,"Graves, Col. Brian",male,1,0
45-59,46.9,1712,"Johnson, Col. Matthew",male,1,0
30-44,39.7,1713,"Burgess, Mr. Russell",male,1,0
30-44,36.7,1714,"Flores, Miss. Brooke",female,2,1
30-44,36.8,1715,"Torres, Rev. Justin",male,2,0
60+,60.5,1716,"Jackson, Sir. Robert",male,1,1
18-29,26.7,1717,"May, Dr. Jeffrey",male,2,1
45-59,53.7,1718,"Watkins, Dr. Peter",male,1,1
0-17,4.0,1719,"Ewing, Mrs. Ann",female,3,1
60+,64.6,1720,"Russo, Mr. Christopher",male,1,1
18-29,25.2,1721,"Bowers, Rev. Eduardo",male,1,0
45-59,57.3,1722,"Coleman, Mr. Christian",male,1,0
30-44,33.5,1723,"Rivera, Col. Michael",male,1,0
18-29,22.5,1724,"Mcdonald, Mrs. Ashley",female,3,0
45-59,50.6,1725,"Boyer, Dr. Mark",male,1,1
0-17,9.1,1726,"Stokes, Dr. Lori",female,3,1
60+,63.3,1727,"Williams, Col. Jeremy",male,1,0
30-44,36.4,1728,"Gentry, Rev. Mark",male,1,1
30-44,34.3,1729,"Wagner, Col. Christopher",male,1,1
18-29,24.1,1730,"Miller, Miss. Donna",female,1,1
18-29,27.4,1731,"Clark, Sir. Derek",male,1,0
30-44,33.9,1732,"Cook, Dr. Lisa",female,2,1
30-44,38.4,1733,"Adkins, Mr. David",male,1,0
30-44,34.8,1734,"Smith, Mr. Howard",male,2,0
18-29,20.2,1735,"Smith, Miss. Jenna",female,2,1
0-17,16.4,1736,"Wilkerson, Rev. Charles",male,3,1
30-44,42.5,1737,"Kline, Miss. Shannon",female,1,1
18-29,18.4,1738,"Franco, Major. Bobby",male,3,0
45-59,59.9,1739,"Douglas, Mr. Edwin",male,1,0
18-29,23.1,1740,"Roberts, Mr. Scott",male,2,0
30-44,38.1,1741,"Rodgers, Sir. Brian",male,3,0
0-17,9.9,1742,"Lawson, Major. Matthew",male,1,0
30-44,39.1,1743,"Andrews, Miss. Patricia",female,1,1
30-44,33.2,1744,"Martinez, Mrs. Katelyn",female,2,1
45-59,45.9,1745,"Hancock, Miss. Cristina",female,1,1
0-17,17.3,1746,"Morrow, Miss. Alyssa",female,3,0
30-44,40.8,1747,"Hall, Rev. Joseph",male,1,0
30-44,39.1,1748,"Howard, Dr. Molly",female,1,1
30-44,31.9,1749,"Nichols, Rev. Matthew",male,1,0
18-29,24.0,1750,"Cox, Col. Michael",male,3,0
30-44,33.1,1751,"Johnson, Mrs. Holly",female,1,1
45-59,50.5,1752,"Macias, Lady. Elizabeth",female,1,1
18-29,21.7,1753,"Li, Lady. Sarah",female,3,0
0-17,13.3,1754,"Chavez, Col. Anthony",male,3,0
45-59,58.9,1755,"Thomas, Sir. Robert",male,1,0
45-59,49.9,1756,"Hernandez, Miss. Janice",female,1,1
18-29,24.8,1757,"Hunter, Col. Aaron",male,3,1
0-17,17.0,1758,"Frey, Mrs. Kristina",female,2,1
60+,60.9,1759,"Yates, Major. Darrell",male,1,1
45-59,49.0,1760,"Jimenez, Dr. Angela",female,2,1
30-44,34.5,1761,"Collins, Mr. David",male,1,0
45-59,49.1,1762,"Alexander, Dr. Marc",male,2,1
30-44,41.6,1763,"Williams, Mr. Nicholas",male,1,0
30-44,41.9,1764,"Burke, Countess. Julia",female,2,1
30-44,43.6,1765,"Fisher, Dr. Melissa",female,1,1
45-59,53.7,1766,"Olson, Countess. Carrie",female,1,1
18-29,18.5,1767,"Boyle, Major. Bryan",male,1,1
18-29,19.7,1768,"West, Dr. Amber",female,3,0
30-44,37.3,1769,"Long, Major. Joshua",male,1,0
18-29,24.2,1770,"Brown, Sir. Miguel",male,2,0
30-44,44.0,1771,"Roberts, Rev. Jason",male,3,0
45-59,59.8,1772,"Lambert, Rev. Walter",male,1,0
30-44,33.7,1773,"Silva, Dr. Kathy",female,1,1
45-59,50.3,1774,"Rodgers, Major. Evan",male,1,0
30-44,35.4,1775,"Weaver, Miss. Katie",female,1,1
45-59,50.7,1776,"Jones, Major. Thomas",male,1,0
30-44,35.4,1777,"Summers, Countess. Krystal",female,2,1
30-44,44.7,1778,"Ramirez, Mr. Timothy",male,2,0
0-17,15.7,1779,"Gibbs, Dr. Anthony",male,1,0
45-59,50.3,1780,"Rodriguez, Col. Michael",male,2,0
45-59,48.1,1781,"Davenport, Rev. Jason",male,1,0
18-29,19.0,1782,"Mcguire, Countess. Kristin",female,3,0
0-17,8.7,1783,"Cortez, Col. Christian",male,2,0
45-59,53.8,1784,"Clayton, Sir. Manuel",male,3,0
0-17,6.6,1785,"Howard, Mrs. Rebecca",female,2,1
30-44,34.5,1786,"Ramos, Mrs. Cindy",female,1,1
30-44,39.5,1787,"Goodwin, Rev. Michael",male,1,1
18-29,20.5,1788,"Lopez, Col. Daniel",male,3,0
45-59,46.7,1789,"Jones, Dr. Jon",male,1,0
30-44,34.8,1790,"Joyce, Major. Kyle",male,1,1
30-44,34.1,1791,"Velazquez, Sir. Derek",male,2,1
30-44,33.2,1792,"Lee, Rev. Victor",male,3,0
30-44,36.7,1793,"Johnson, Dr. John",male,1,0
30-44,42.8,1794,"Brooks, Col. Steven",male,1,1
18-29,23.7,1795,"Baker, Rev. Jeffrey",male,1,1
30-44,33.6,1796,"Gonzalez, Mr. Jerry",male,2,0
0-17,8.8,1797,"Buck, Dr. Dana",female,3,1
45-59,50.7,1798,"Barron, Dr. Steven",male,1,0
30-44,41.2,1799,"Smith, Dr. Jose",male,3,1
60+,73.9,1800,"Figueroa, Col. Derek",male,1,0
0-17,5.0,1801,"Cook, Miss. Amber",female,3,1
30-44,38.8,1802,"Cunningham, Mrs. Jennifer",female,1,1
45-59,57.3,1803,"Briggs, Dr. Alex",male,1,0
45-59,48.1,1804,"Castro, Major. Christian",male,1,1
45-59,45.7,1805,"Vargas, Mrs. Paige",female,1,1
60+,65.2,1806,"Snow, Sir. David",male,1,0
45-59,51.6,1807,"King, Rev. Joshua",male,1,1
45-59,52.3,1808,"Bradley, Mr. Michael",male,1,0
18-29,26.6,1809,"Ramirez, Miss. Tiffany",female,1,1
0-17,5.7,1810,"Clark, Col. Christopher",male,2,1
0-17,17.0,1811,"Poole, Col. Alexander",male,3,0
45-59,54.3,1812,"Haynes, Dr. Jason",male,1,1
30-44,32.8,1813,"Ho, Rev. Keith",male,3,0
18-29,26.4,1814,"Hernandez, Major. Zachary",male,1,1
18-29,22.3,1815,"Mitchell, Rev. Brian",male,3,0
45-59,53.4,1816,"Lowe, Dr. Eric",male,1,0
45-59,46.6,1817,"Hickman, Miss. Leslie",female,2,1
45-59,50.7,1818,"Anderson, Dr. Scott",male,1,0
18-29,22.7,1819,"Gonzalez, Dr. Joshua",male,1,0
45-59,46.9,1820,"Smith, Sir. Michael",male,1,0
18-29,22.8,1821,"Rodriguez, Sir. Larry",male,3,0
30-44,41.9,1822,"Ramirez, Col. Benjamin",male,1,0
30-44,33.2,1823,"Rodriguez, Rev. Ricardo",male,3,0
45-59,46.4,1824,"Hernandez, Major. Christopher",male,2,0
60+,61.4,1825,"Price, Major. Richard",male,1,0
45-59,49.8,1826,"Christensen, Mr. Jason",male,1,1
30-44,35.7,1827,"Hancock, Mr. Frank",male,1,0
18-29,23.2,1828,"Mcguire, Miss. Autumn",female,3,0
0-17,4.4,1829,"Henderson, Rev. Eric",male,3,0
30-44,42.1,1830,"Davis, Sir. Ryan",male,1,1
30-44,41.8,1831,"Glover, Major. David",male,3,0
0-17,0.4,1832,"Schroeder, Col. Chad",male,3,0
60+,63.4,1833,"Adams, Major. Cody",male,1,1
30-44,38.7,1834,"Rowland, Major. Christopher",male,2,0
30-44,35.1,1835,"Brown, Mr. Matthew",male,1,1
30-44,41.1,1836,"Johnson, Col. Justin",male,3,0
45-59,58.2,1837,"Eaton, Mr. Jeff",male,1,0
18-29,20.1,1838,"Nolan, Dr. Laura",female,3,0
0-17,10.9,1839,"Johnston, Rev. Chad",male,3,1
45-59,55.5,1840,"Davis, Major. Corey",male,2,0
45-59,46.3,1841,"Wilson, Sir. Michael",male,1,0
45-59,53.9,1842,"Ramirez, Sir. Joshua",male,1,1
45-59,51.8,1843,"Anderson, Rev. Christopher",male,1,0
45-59,45.0,1844,"White, Rev. William",male,1,0
0-17,7.4,1845,"Clements, Mr. Tyler",male,2,0
0-17,6.9,1846,"Howard, Mr. Daniel",male,2,0
45-59,55.6,1847,"Greene, Countess. Brittany",female,3,0
45-59,56.5,1848,"Johnson, Lady. Karen",female,1,1
30-44,36.6,1849,"Rodriguez, Rev. George",male,3,0
45-59,54.5,1850,"Pierce, Sir. Dennis",male,1,0
18-29,29.0,1851,"Poole, Countess. Megan",female,2,1
0-17,5.5,1852,"Taylor, Mrs. Jessica",female,2,1
18-29,25.9,1853,"Hart, Mrs. Dawn",female,3,0
18-29,27.2,1854,"Oliver, Col. Robert",male,3,0
30-44,44.3,1855,"Newton, Miss. Carolyn",female,1,1
18-29,25.4,1856,"Lee, Col. Steven",male,1,1
30-44,39.1,1857,"Sutton, Col. Peter",male,2,0
18-29,20.0,1858,"Banks, Rev. Alex",male,2,0
0-17,14.7,1859,"Diaz, Mr. Timothy",male,1,0
18-29,18.4,1860,"Harris, Mr. Jose",male,1,0
30-44,39.0,1861,"Wheeler, Rev. Adam",male,1,1
18-29,28.1,1862,"Cameron, Rev. William",male,1,0
0-17,14.5,1863,"Simpson, Sir. James",male,1,0
0-17,13.0,1864,"Jacobs, Dr. Jennifer",female,3,1
30-44,40.7,1865,"Phillips, Dr. Robert",male,2,0
45-59,56.6,1866,"Ford, Dr. David",male,1,0
45-59,52.3,1867,"Martinez, Major. Tony",male,1,1
18-29,21.2,1868,"Rodriguez, Major. James",male,3,0
30-44,30.1,1869,"Williams, Major. Troy",male,1,0
0-17,17.4,1870,"Mack, Dr. Angela",female,2,0
30-44,43.7,1871,"Cooper, Dr. Joseph",male,2,0
18-29,28.4,1872,"Contreras, Mr. Michael",male,1,1
0-17,7.7,1873,"Thompson, Rev. Charles",male,2,0
18-29,28.2,1874,"Rodriguez, Major. Larry",male,2,0
18-29,29.1,1875,"Wright, Miss. Sheila",female,1,0
0-17,17.8,1876,"Walton, Major. Steven",male,1,0
30-44,43.6,1877,"Cooper, Sir. James",male,1,0
0-17,13.8,1878,"Walker, Miss. Crystal",female,2,1
30-44,35.6,1879,"Williamson, Major. Jay",male,3,1
30-44,41.3,1880,"Clarke, Sir. Anthony",male,1,0
45-59,51.0,1881,"Anderson, Miss. Krystal",female,1,1
0-17,17.0,1882,"Steele, Mr. Brian",male,2,0
0-17,4.9,1883,"Daugherty, Dr. Jose",male,1,0
45-59,57.1,1884,"Ramirez, Col. William",male,1,0
18-29,27.5,1885,"Moore, Col. Peter",male,1,0
60+,61.1,1886,"Farmer, Mr. Jason",male,1,1
0-17,14.4,1887,"Kane, Mrs. Chelsea",female,3,1
18-29,20.5,1888,"Gibbs, Sir. Jordan",male,1,1
30-44,36.7,1889,"Smith, Mr. Richard",male,2,0
0-17,17.2,1890,"Mccarty, Major. Kevin",male,1,0
18-29,26.4,1891,"Larson, Countess. Kim",female,3,1
60+,70.9,1892,"Smith, Dr. Jeffrey",male,1,0
0-17,6.5,1893,"Barber, Sir. Jacob",male,2,0
18-29,27.0,1894,"Sanchez, Major. James",male,1,0
30-44,40.2,1895,"Collins, Major. Steven",male,1,1
18-29,21.9,1896,"Vasquez, Dr. Leonard",male,2,1
0-17,5.2,1897,"Graham, Mr. Nicholas",male,3,0
45-59,49.4,1898,"Rocha, Sir. Jason",male,1,0
45-59,58.7,1899,"Cruz, Mr. Anthony",male,1,0
30-44,33.9,1900,"Ferguson, Dr. Bridget",female,2,1
0-17,17.9,1901,"Saunders, Countess. Deborah",female,1,1
30-44,36.8,1902,"Roberts, Mrs. Jennifer",female,1,1
30-44,35.3,1903,"Burgess, Miss. Kelly",female,2,1
30-44,42.7,1904,"King, Sir. Samuel",male,1,0
30-44,32.5,1905,"Robertson, Dr. Matthew",male,3,1
30-44,37.1,1906,"Luna, Rev. Anthony",male,2,0
18-29,26.8,1907,"Zamora, Mr. Arthur",male,3,0
30-44,37.3,1908,"Ward, Lady. Sara",female,1,1
60+,69.9,1909,"Clark, Dr. Matthew",male,1,0
45-59,52.7,1910,"Hoover, Sir. Jason",male,1,1
30-44,37.8,1911,"Vasquez, Lady. Jacqueline",female,2,1
30-44,40.3,1912,"Sosa, Countess. Lynn",female,2,1
30-44,41.2,1913,"Wilson, Lady. Jennifer",female,1,1
0-17,15.6,1914,"Lamb, Mr. Thomas",male,2,0
30-44,33.3,1915,"Zimmerman, Lady. Kelly",female,1,1
30-44,30.0,1916,"Ramirez, Mr. Brandon",male,2,0
30-44,36.1,1917,"Walters, Major. Derek",male,1,0
18-29,21.0,1918,"Kelly, Sir. Roy",male,3,0
18-29,25.8,1919,"Brandt, Col. Matthew",male,2,0
30-44,36.9,1920,"Torres, Miss. Anne",female,1,1
0-17,14.9,1921,"Adams, Major. Terrence",male,3,1
30-44,42.9,1922,"Stevens, Countess. Carol",female,1,1
60+,62.9,1923,"Todd, Sir. Roy",male,1,0
45-59,56.1,1924,"Gonzales, Col. Jacob",male,1,0
18-29,23.0,1925,"George, Mr. Tommy",male,3,0
18-29,18.0,1926,"Wade, Countess. Erika",female,3,0
45-59,45.2,1927,"Douglas, Lady. Donna",female,1,1
45-59,45.2,1928,"Parrish, Col. David",male,3,0
18-29,24.7,1929,"Dennis, Major. Aaron",male,2,0
18-29,28.8,1930,"Williams, Countess. Kayla",female,1,1
18-29,26.7,1931,"Cunningham, Major. Jason",male,3,0
0-17,8.0,1932,"Jones, Miss. Shelley",female,2,1
30-44,36.0,1933,"Burnett, Col. Darren",male,3,0
30-44,34.7,1934,"Rowland, Mrs. Wendy",female,2,1
18-29,22.5,1935,"Santiago, Lady. Erin",female,1,1
18-29,21.8,1936,"Carr, Countess. Deanna",female,1,1
18-29,27.6,1937,"Clark, Rev. John",male,1,0
18-29,21.3,1938,"Pena, Rev. Erik",male,1,0
30-44,30.9,1939,"Garrett, Sir. Daniel",male,3,0
45-59,52.5,1940,"Vargas, Mr. Scott",male,1,0
45-59,51.7,1941,"Turner, Countess. Ashley",female,1,1
0-17,6.8,1942,"Berg, Mr. Austin",male,3,1
30-44,30.8,1943,"Lynch, Dr. Michael",male,1,0
45-59,58.7,1944,"Cole, Dr. Alexander",male,1,0
0-17,15.1,1945,"Vasquez, Col. Bruce",male,3,0
0-17,12.2,1946,"Christian, Mrs. Jennifer",female,2,1
45-59,46.2,1947,"Cox, Miss. Karina",female,2,1
30-44,44.5,1948,"Wood, Rev. Arthur",male,1,0
45-59,56.1,1949,"Lucas, Sir. Daniel",male,3,1
30-44,39.2,1950,"Sullivan, Lady. Rose",female,1,1
0-17,9.4,1951,"Butler, Rev. Lee",male,2,0
18-29,29.5,1952,"Avila, Mr. Christopher",male,2,0
18-29,22.1,1953,"Roberts, Col. Tony",male,1,0
30-44,30.3,1954,"Frye, Major. Eric",male,1,0
0-17,12.2,1955,"Huff, Major. Matthew",male,2,0
0-17,17.9,1956,"Mercado, Lady. Linda",female,1,1
45-59,46.7,1957,"Hansen, Rev. James",male,1,0
60+,62.8,1958,"Spencer, Mr. Jason",male,1,0
30-44,33.0,1959,"Johnson, Col. Raymond",male,2,0
30-44,36.9,1960,"Larson, Miss. Laurie",female,2,1
30-44,31.1,1961,"Moore, Col. Anthony",male,3,0
18-29,21.8,1962,"Velasquez, Sir. Christopher",male,3,1
0-17,14.2,1963,"Conner, Dr. Brittney",female,1,1
0-17,13.7,1964,"Walters, Col. Tony",male,1,0
18-29,25.1,1965,"Wright, Sir. David",male,1,0
18-29,21.6,1966,"Martinez, Rev. Ethan",male,3,0
45-59,47.9,1967,"Winters, Mr. Paul",male,1,0
30-44,35.5,1968,"Huynh, Rev. Mark",male,3,0
30-44,42.7,1969,"Lopez, Mr. Bryan",male,1,1
45-59,50.1,1970,"Wilson, Mr. Peter",male,1,1
45-59,48.4,1971,"Lloyd, Col. Edward",male,1,0
60+,60.2,1972,"Kelly, Mrs. Hannah",female,1,1
30-44,31.3,1973,"Bush, Sir. Nicholas",male,1,0
30-44,40.8,1974,"Brooks, Rev. Christopher",male,1,0
30-44,32.2,1975,"Arellano, Col. Larry",male,1,0
30-44,32.1,1976,"Castro, Dr. John",male,1,0
18-29,26.5,1977,"Robinson, Dr. Matthew",male,1,0
18-29,27.2,1978,"Daniels, Mrs. Donna",female,1,1
30-44,38.6,1979,"Jones, Mr. David",male,1,0
0-17,11.3,1980,"Martinez, Mrs. Julia",female,3,1
18-29,21.4,1981,"Kirby, Col. Douglas",male,3,0
30-44,33.8,1982,"Davis, Dr. Karen",female,3,1
18-29,26.9,1983,"Martin, Rev. Todd",male,1,0
45-59,46.9,1984,"Gonzalez, Dr. Matthew",male,1,0
18-29,24.1,1985,"Stewart, Miss. Beth",female,3,1
0-17,13.1,1986,"Salazar, Dr. Melvin",male,1,1
45-59,50.0,1987,"Castillo, Col. David",male,1,1
18-29,20.2,1988,"Fox, Countess. Brenda",female,2,1
0-17,5.7,1989,"Mcdowell, Dr. Olivia",female,3,1
18-29,19.2,1990,"Mann, Lady. Sabrina",female,2,1
18-29,27.8,1991,"Morgan, Col. Billy",male,3,0
30-44,42.2,1992,"Humphrey, Miss. Rachel",female,1,1
0-17,14.4,1993,"Davis, Sir. Randall",male,3,0
30-44,34.9,1994,"Hernandez, Dr. Lucas",male,1,0
30-44,37.5,1995,"Smith, Mr. John",male,1,0
18-29,19.9,1996,"Hardy, Dr. Justin",male,3,0
30-44,37.5,1997,"Powell, Col. Patrick",male,1,1
18-29,24.6,1998,"Perez, Mrs. Nicole",female,3,0
0-17,5.1,1999,"Harris, Major. Robert",male,1,0
30-44,43.7,2000,"Baker, Miss. Samantha",female,1,1
30-44,38.3,2001,"Gamble, Dr. Connor",male,1,0
0-17,6.6,2002,"Jimenez, Sir. Todd",male,2,0
30-44,32.7,2003,"Gibson, Dr. Jesse",male,1,0
0-17,17.0,2004,"Mooney, Col. William",male,1,1
0-17,7.7,2005,"Edwards, Dr. Lori",female,2,1
45-59,45.9,2006,"Young, Sir. Jason",male,1,1
18-29,19.3,2007,"Grant, Sir. Manuel",male,3,1
30-44,34.7,2008,"Taylor, Mr. Joseph",male,3,0
45-59,45.3,2009,"Roth, Major. Kenneth",male,3,0
45-59,47.9,2010,"Marsh, Rev. Matthew",male,1,1
18-29,19.4,2011,"Beltran, Countess. Jennifer",female,3,1
18-29,21.0,2012,"Strong, Mr. Austin",male,3,0
18-29,29.0,2013,"Martinez, Dr. David",male,3,0
18-29,19.0,2014,"Berry, Dr. Jennifer",female,3,1
18-29,21.2,2015,"Ross, Dr. Tracy",female,1,1
18-29,29.1,2016,"Roberson, Major. Walter",male,1,0
18-29,28.2,2017,"Gray, Rev. Robert",male,3,0
60+,65.3,2018,"Moore, Dr. Dylan",male,1,1
18-29,23.5,2019,"Mercado, Major. Matthew",male,3,0
45-59,54.4,2020,"Cole, Col. Bryan",male,1,0
18-29,23.1,2021,"Rice, Miss. Brianna",female,1,1
30-44,38.7,2022,"Anderson, Major. Jose",male,3,0
18-29,28.9,2023,"Brennan, Countess. Amanda",female,1,0
30-44,39.9,2024,"Davis, Mr. Jacob",male,2,0
30-44,31.7,2025,"Clark, Dr. Shannon",male,1,0
45-59,48.4,2026,"Crawford, Dr. Martin",male,1,1
30-44,42.5,2027,"Salinas, Sir. Stephen",male,1,0
30-44,42.5,2028,"Randall, Mr. Eric",male,1,0
18-29,24.6,2029,"Kelly, Major. Michael",male,1,1
45-59,47.5,2030,"Johnson, Mr. Matthew",male,1,0
45-59,45.1,2031,"Kirk, Countess. Brandi",female,1,1
18-29,20.4,2032,"Moore, Mrs. Karen",female,2,1
0-17,5.5,2033,"Clayton, Rev. Jacob",male,1,1
45-59,54.0,2034,"Nguyen, Major. William",male,3,0
60+,79.6,2035,"Sanders, Rev. Vernon",male,1,1
30-44,34.8,2036,"Martinez, Col. William",male,2,1
0-17,6.1,2037,"James, Rev. Benjamin",male,3,1
30-44,31.3,2038,"Tucker, Rev. Steven",male,2,0
0-17,0.5,2039,"Lawrence, Major. Nathan",male,3,0
0-17,16.5,2040,"Roberts, Lady. Laurie",female,1,1
0-17,17.6,2041,"Hill, Col. Ryan",male,2,1
45-59,50.1,2042,"Casey, Mrs. Kristina",female,1,1
30-44,32.6,2043,"Simmons, Rev. Steven",male,2,1
30-44,43.0,2044,"Dalton, Mr. Joseph",male,2,0
30-44,30.5,2045,"Hooper, Sir. Chad",male,2,0
18-29,18.1,2046,"Torres, Countess. Sabrina",female,1,1
30-44,43.1,2047,"Nelson, Col. Walter",male,1,1
18-29,28.9,2048,"Mccoy, Lady. Nancy",female,1,0
60+,65.8,2049,"Norman, Major. Jack",male,1,0
0-17,14.5,2050,"Lee, Miss. Lisa",female,1,1
30-44,43.8,2051,"Adams, Dr. Marissa",female,1,1
0-17,8.3,2052,"Gonzales, Dr. Olivia",female,1,1
0-17,15.1,2053,"Thomas, Sir. Edward",male,3,0
30-44,35.6,2054,"Jackson, Mr. Dylan",male,1,1
45-59,50.8,2055,"Henderson, Lady. Mariah",female,1,1
0-17,17.5,2056,"Lawrence, Sir. Javier",male,3,0
30-44,40.9,2057,"Bailey, Col. Matthew",male,1,0
60+,64.6,2058,"Cunningham, Sir. Troy",male,1,1
45-59,57.5,2059,"Rodriguez, Mrs. Janice",female,1,1
18-29,22.0,2060,"Williams, Sir. Matthew",male,2,0
45-59,50.7,2061,"Burns, Dr. Peggy",female,1,1
30-44,30.6,2062,"Cannon, Mr. Billy",male,1,1
0-17,17.1,2063,"Cross, Major. Nicholas",male,1,1
45-59,58.6,2064,"Murphy, Col. Christopher",male,1,0
30-44,36.8,2065,"Sparks, Mr. Connor",male,1,0
30-44,32.1,2066,"Christensen, Miss. Angela",female,1,1
30-44,30.6,2067,"Johnson, Major. Travis",male,1,0
0-17,17.3,2068,"Greene, Miss. Misty",female,3,1
30-44,32.0,2069,"Gardner, Rev. William",male,2,0
45-59,48.9,2070,"Park, Dr. James",male,1,0
18-29,25.4,2071,"Jones, Sir. Justin",male,1,0
45-59,49.0,2072,"Cox, Miss. Emily",female,1,1
18-29,20.1,2073,"Perez, Dr. William",male,1,1
30-44,41.5,2074,"Ortega, Mr. Sean",male,1,1
45-59,45.6,2075,"Abbott, Major. Brandon",male,1,1
30-44,39.5,2076,"Smith, Col. Eric",male,1,1
18-29,24.5,2077,"Campbell, Miss. Jessica",female,1,1
30-44,41.5,2078,"Brown, Major. John",male,2,0
45-59,46.6,2079,"Moss, Dr. Donna",female,1,1
0-17,17.7,2080,"Hanson, Rev. Mario",male,2,0
18-29,27.6,2081,"Mann, Major. Nicholas",male,2,0
0-17,6.5,2082,"Kelly, Countess. Zoe",female,1,1
18-29,25.9,2083,"Williams, Lady. Donna",female,3,0
0-17,16.6,2084,"Griffith, Mrs. Dorothy",female,1,0
30-44,31.8,2085,"Carlson, Dr. William",male,2,0
45-59,52.3,2086,"Bowers, Major. Sean",male,1,1
18-29,21.9,2087,"West, Sir. Brian",male,3,0
45-59,52.8,2088,"Evans, Countess. Anita",female,1,1
18-29,20.9,2089,"Flores, Miss. Rachel",female,1,1
18-29,22.9,2090,"Cannon, Miss. Nicole",female,1,1
30-44,34.0,2091,"Garcia, Sir. Jorge",male,2,0
45-59,55.8,2092,"Gonzalez, Dr. Craig",male,1,1
45-59,52.0,2093,"Myers, Mrs. Christina",female,1,1
30-44,39.3,2094,"Jackson, Sir. Jonathan",male,1,0
18-29,25.8,2095,"Goodman, Rev. Justin",male,2,0
18-29,20.1,2096,"Jacobs, Col. Steven",male,1,1
30-44,30.6,2097,"Hensley, Dr. Jessica",female,2,1
30-44,35.9,2098,"Martin, Mrs. Christina",female,1,1
18-29,28.2,2099,"Lawson, Countess. Sara",female,3,0
45-59,46.6,2100,"Harper, Sir. Eric",male,2,0
60+,66.8,2101,"Hoffman, Dr. Robert",male,1,1
18-29,29.2,2102,"Edwards, Mr. Jacob",male,2,0
30-44,37.3,2103,"Ellis, Rev. Robert",male,2,1
0-17,6.1,2104,"Matthews, Major. Eric",male,1,0
60+,61.4,2105,"Mcguire, Dr. Heather",female,1,1
18-29,22.5,2106,"Wilkinson, Rev. Peter",male,2,0
18-29,27.6,2107,"Rich, Rev. Richard",male,2,0
0-17,16.5,2108,"Greene, Mr. Stephen",male,2,0
60+,60.0,2109,"Cooper, Rev. Michael",male,1,0
30-44,39.0,2110,"Dixon, Col. Eric",male,1,0
18-29,19.0,2111,"Hernandez, Dr. Louis",male,2,0
60+,63.2,2112,"Jackson, Dr. Gregg",male,1,1
30-44,41.1,2113,"Wu, Mr. Richard",male,2,1
0-17,14.9,2114,"Roberts, Mrs. Tracy",female,3,1
45-59,51.9,2115,"Jones, Rev. Kevin",male,1,0
45-59,50.8,2116,"Martin, Sir. Russell",male,1,0
18-29,20.1,2117,"Evans, Col. Adam",male,3,0
30-44,38.5,2118,"Park, Sir. Chase",male,1,1
18-29,26.1,2119,"Mcdonald, Mr. Jose",male,3,1
0-17,12.0,2120,"White, Rev. Robert",male,3,0
18-29,27.2,2121,"Webster, Mr. William",male,1,0
0-17,17.7,2122,"Rodriguez, Col. Ryan",male,3,0
30-44,33.8,2123,"Williams, Sir. Brandon",male,1,0
30-44,30.6,2124,"Herrera, Sir. James",male,2,0
60+,61.2,2125,"Taylor, Mrs. Dawn",female,1,1
0-17,7.0,2126,"Miller, Col. Ronald",male,1,0
30-44,38.7,2127,"Patterson, Dr. James",male,1,0
0-17,4.3,2128,"Lee, Lady. Pamela",female,3,0
60+,66.0,2129,"Alvarado, Col. Leonard",male,1,0
45-59,46.3,2130,"Hawkins, Mrs. Monica",female,1,1
30-44,35.6,2131,"Hensley, Col. Joseph",male,1,0
0-17,13.6,2132,"Adams, Mr. Johnny",male,3,0
60+,62.1,2133,"Hobbs, Dr. Jeffrey",male,1,0
18-29,21.0,2134,"Hull, Mrs. Barbara",female,3,0
45-59,50.2,2135,"Johnson, Mrs. Cheryl",female,1,1
18-29,25.4,2136,"Ashley, Col. Joseph",male,3,0
18-29,19.5,2137,"Vega, Major. Jesse",male,1,0
30-44,31.9,2138,"Lynch, Dr. Tony",male,1,0
45-59,47.7,2139,"Jensen, Dr. Whitney",female,1,1
30-44,39.6,2140,"Nelson, Rev. Benjamin",male,2,0
0-17,0.1,2141,"Brown, Col. Brian",male,2,0
30-44,31.7,2142,"Silva, Countess. Erica",female,2,1
18-29,25.9,2143,"Morse, Mr. Marc",male,1,1
0-17,10.5,2144,"Norman, Col. Kevin",male,1,0
30-44,42.2,2145,"Blake, Dr. Theresa",female,1,1
18-29,21.8,2146,"Schneider, Mr. Johnathan",male,1,1
45-59,48.8,2147,"Edwards, Miss. Catherine",female,1,1
18-29,22.6,2148,"Houston, Miss. Brenda",female,3,1
30-44,40.4,2149,"Randall, Countess. Ruth",female,1,1
30-44,40.7,2150,"Dunn, Major. Robert",male,2,0
60+,70.6,2151,"Cole, Rev. Philip",male,2,0
60+,67.8,2152,"Martin, Mrs. Sarah",female,1,1
45-59,48.6,2153,"Gordon, Sir. Ryan",male,2,0
45-59,53.7,2154,"Hernandez, Rev. Tyler",male,1,0
45-59,53.6,2155,"Callahan, Col. Henry",male,1,0
18-29,24.6,2156,"Herman, Major. John",male,3,0
30-44,31.4,2157,"Goodwin, Major. Jonathan",male,1,1
30-44,35.8,2158,"Thompson, Major. Harold",male,1,0
30-44,35.7,2159,"Serrano, Dr. Pamela",female,1,1
30-44,42.0,2160,"Fisher, Miss. Jennifer",female,1,0
