Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,1,2072,"Cox, Miss. Emily",1,female,49.0
S,1,2073,"Perez, Dr. William",1,male,20.1
C,1,2074,"Ortega, Mr. Sean",1,male,41.5
S,1,2075,"Abbott, Major. Brandon",1,male,45.6
S,1,2076,"Smith, Col. Eric",1,male,39.5
Q,1,2077,"Campbell, Miss. Jessica",1,female,24.5
S,0,2078,"Brown, Major. John",2,male,41.5
S,1,2079,"Moss, Dr. Donna",1,female,46.6
C,0,2080,"Hanson, Rev. Mario",2,male,17.7
Q,0,2081,"Mann, Major. Nicholas",2,male,27.6
Q,1,2082,"Kelly, Countess. Zoe",1,female,6.5
C,0,2083,"Williams, Lady. Donna",3,female,25.9
S,0,2084,"Griffith, Mrs. Dorothy",1,female,16.6
C,0,2085,"Carlson, Dr. William",2,male,31.8
C,1,2086,"Bowers, Major. Sean",1,male,52.3
S,0,2087,"West, Sir. Brian",3,male,21.9
C,1,2088,"Evans, Countess. Anita",1,female,52.8
S,1,2089,"Flores, Miss. Rachel",1,female,20.9
Q,1,2090,"Cannon, Miss. Nicole",1,female,22.9
Q,0,2091,"Garcia, Sir. Jorge",2,male,34.0
S,1,2092,"Gonzalez, Dr. Craig",1,male,55.8
S,1,2093,"Myers, Mrs. Christina",1,female,52.0
S,0,2094,"Jackson, Sir. Jonathan",1,male,39.3
S,0,2095,"Goodman, Rev. Justin",2,male,25.8
S,1,2096,"Jacobs, Col. Steven",1,male,20.1
S,1,2097,"Hensley, Dr. Jessica",2,female,30.6
S,1,2098,"Martin, Mrs. Christina",1,female,35.9
C,0,2099,"Lawson, Countess. Sara",3,female,28.2
S,0,2100,"Harper, Sir. Eric",2,male,46.6
S,1,2101,"Hoffman, Dr. Robert",1,male,66.8
C,0,2102,"Edwards, Mr. Jacob",2,male,29.2
S,1,2103,"Ellis, Rev. Robert",2,male,37.3
S,0,2104,"Matthews, Major. Eric",1,male,6.1
S,1,2105,"Mcguire, Dr. Heather",1,female,61.4
S,0,2106,"Wilkinson, Rev. Peter",2,male,22.5
S,0,2107,"Rich, Rev. Richard",2,male,27.6
S,0,2108,"Greene, Mr. Stephen",2,male,16.5
S,0,2109,"Cooper, Rev. Michael",1,male,60.0
S,0,2110,"Dixon, Col. Eric",1,male,39.0
C,0,2111,"Hernandez, Dr. Louis",2,male,19.0
Q,1,2112,"Jackson, Dr. Gregg",1,male,63.2
S,1,2113,"Wu, Mr. Richard",2,male,41.1
S,1,2114,"Roberts, Mrs. Tracy",3,female,14.9
S,0,2115,"Jones, Rev. Kevin",1,male,51.9
S,0,2116,"Martin, Sir. Russell",1,male,50.8
S,0,2117,"Evans, Col. Adam",3,male,20.1
Q,1,2118,"Park, Sir. Chase",1,male,38.5
C,1,2119,"Mcdonald, Mr. Jose",3,male,26.1
C,0,2120,"White, Rev. Robert",3,male,12.0
C,0,2121,"Webster, Mr. William",1,male,27.2
Q,0,2122,"Rodriguez, Col. Ryan",3,male,17.7
S,0,2123,"Williams, Sir. Brandon",1,male,33.8
S,0,2124,"Herrera, Sir. James",2,male,30.6
Q,1,2125,"Taylor, Mrs. Dawn",1,female,61.2
C,0,2126,"Miller, Col. Ronald",1,male,7.0
S,0,2127,"Patterson, Dr. James",1,male,38.7
S,0,2128,"Lee, Lady. Pamela",3,female,4.3
Q,0,2129,"Alvarado, Col. Leonard",1,male,66.0
S,1,2130,"Hawkins, Mrs. Monica",1,female,46.3
S,0,2131,"Hensley, Col. Joseph",1,male,35.6
S,0,2132,"Adams, Mr. Johnny",3,male,13.6
S,0,2133,"Hobbs, Dr. Jeffrey",1,male,62.1
C,0,2134,"Hull, Mrs. Barbara",3,female,21.0
S,1,2135,"Johnson, Mrs. Cheryl",1,female,50.2
S,0,2136,"Ashley, Col. Joseph",3,male,25.4
S,0,2137,"Vega, Major. Jesse",1,male,19.5
S,0,2138,"Lynch, Dr. Tony",1,male,31.9
S,1,2139,"Jensen, Dr. Whitney",1,female,47.7
S,0,2140,"Nelson, Rev. Benjamin",2,male,39.6
S,0,2141,"Brown, Col. Brian",2,male,0.1
S,1,2142,"Silva, Countess. Erica",2,female,31.7
S,1,2143,"Morse, Mr. Marc",1,male,25.9
S,0,2144,"Norman, Col. Kevin",1,male,10.5
C,1,2145,"Blake, Dr. Theresa",1,female,42.2
S,1,2146,"Schneider, Mr. Johnathan",1,male,21.8
S,1,2147,"Edwards, Miss. Catherine",1,female,48.8
S,1,2148,"Houston, Miss. Brenda",3,female,22.6
S,1,2149,"Randall, Countess. Ruth",1,female,40.4
Q,0,2150,"Dunn, Major. Robert",2,male,40.7
S,0,2151,"Cole, Rev. Philip",2,male,70.6
S,1,2152,"Martin, Mrs. Sarah",1,female,67.8
S,0,2153,"Gordon, Sir. Ryan",2,male,48.6
S,0,2154,"Hernandez, Rev. Tyler",1,male,53.7
S,0,2155,"Callahan, Col. Henry",1,male,53.6
S,0,2156,"Herman, Major. John",3,male,24.6
S,1,2157,"Goodwin, Major. Jonathan",1,male,31.4
S,0,2158,"Thompson, Major. Harold",1,male,35.8
S,1,2159,"Serrano, Dr. Pamela",1,female,35.7
S,0,2160,"Fisher, Miss. Jennifer",1,female,42.0
S,0,2161,"Ellison, Mr. Jeffrey",3,male,33.6
S,0,2162,"Wang, Dr. James",1,male,65.1
S,0,2163,"Hayes, Major. Mark",1,male,49.6
Q,0,2164,"Burton, Countess. Jill",3,female,23.0
Q,1,2165,"Cole, Major. Daniel",1,male,34.9
S,0,2166,"Bishop, Rev. Clinton",3,male,27.4
S,0,2167,"Lindsey, Sir. Randy",2,male,11.5
S,0,2168,"Wood, Col. Jason",1,male,29.8
S,1,2169,"Wong, Rev. Austin",1,male,32.3
S,0,2170,"White, Major. Brian",1,male,48.8
Q,0,2171,"Thornton, Rev. John",1,male,36.3
S,0,2172,"Williams, Mrs. Maureen",3,female,31.5
S,1,2173,"Rose, Miss. Amanda",3,female,0.2
S,1,2174,"Villanueva, Mrs. Ariana",2,female,41.4
S,1,2175,"Hall, Mr. Daniel",1,male,41.0
S,1,2176,"Harrell, Rev. Noah",2,male,24.5
S,0,2177,"Reese, Major. Michael",3,male,11.4
C,1,2178,"Mills, Lady. Crystal",2,female,30.5
C,0,2179,"Green, Major. Timothy",1,male,21.6
C,1,2180,"Wilson, Lady. Rebecca",1,female,39.9
S,1,2181,"Carson, Countess. Ashley",1,female,20.7
S,0,2182,"Long, Major. Kevin",1,male,34.3
S,0,2183,"Cook, Rev. Scott",3,male,41.8
Q,0,2184,"Andrews, Rev. Sean",1,male,26.4
Q,0,2185,"Chambers, Rev. Adrian",1,male,30.4
S,0,2186,"Hernandez, Dr. Brian",2,male,52.0
S,1,2187,"Smith, Rev. Glen",1,male,42.9
S,1,2188,"Watkins, Col. Kenneth",1,male,51.7
S,0,2189,"Solomon, Rev. Bruce",2,male,8.2
C,0,2190,"Manning, Col. Timothy",3,male,32.4
S,0,2191,"Anderson, Rev. Louis",1,male,19.7
C,1,2192,"Webb, Mrs. Elizabeth",1,female,28.9
S,0,2193,"Kim, Rev. Alexander",2,male,35.5
S,1,2194,"Wilson, Lady. Jennifer",1,female,46.5
S,1,2195,"Day, Countess. Kimberly",2,female,23.5
S,0,2196,"Petersen, Mr. Shawn",3,male,18.6
S,1,2197,"Mcintyre, Lady. Megan",2,female,48.7
S,0,2198,"Rogers, Rev. Michael",3,male,27.9
S,1,2199,"Padilla, Sir. Andrew",3,male,29.8
S,1,2200,"Hines, Major. Lucas",1,male,25.0
S,1,2201,"Figueroa, Countess. Jennifer",1,female,49.6
C,0,2202,"Murray, Major. Charles",1,male,31.0
S,0,2203,"Simpson, Major. William",1,male,38.8
S,1,2204,"Clements, Miss. Samantha",2,female,46.3
S,0,2205,"Copeland, Col. Carl",2,male,23.8
C,0,2206,"Wilson, Dr. Daniel",3,male,32.1
S,1,2207,"Mills, Countess. Vanessa",1,female,32.1
C,1,2208,"Norton, Countess. Ashley",1,female,33.9
S,0,2209,"Powell, Col. Andrew",1,male,42.5
S,1,2210,"Taylor, Dr. Natalie",1,female,34.2
C,1,2211,"Lewis, Miss. Christine",1,female,27.1
Q,1,2212,"Lopez, Dr. Molly",1,female,32.1
S,1,2213,"Kelly, Lady. Teresa",1,female,37.7
S,1,2214,"Jackson, Lady. Caroline",3,female,0.4
C,0,2215,"Olson, Sir. Edward",2,male,7.0
S,0,2216,"Lee, Sir. Ryan",1,male,24.0
C,0,2217,"Rowe, Mr. Marcus",1,male,26.2
S,1,2218,"Norris, Sir. Eric",3,male,24.5
S,0,2219,"Nichols, Major. Ian",2,male,53.0
S,1,2220,"Myers, Major. Christopher",1,male,59.0
S,0,2221,"Faulkner, Col. Clifford",1,male,27.3
C,0,2222,"Anderson, Sir. Clayton",1,male,32.8
S,1,2223,"Marquez, Sir. Richard",2,male,14.0
S,1,2224,"Daniels, Rev. Jonathon",1,male,15.7
S,1,2225,"Allison, Sir. Mike",1,male,7.8
Q,1,2226,"Jones, Miss. Meghan",2,female,19.9
S,0,2227,"Petty, Col. Scott",3,male,37.2
S,0,2228,"Jacobs, Mr. Tyler",3,male,25.4
S,0,2229,"Garcia, Sir. John",1,male,30.9
S,1,2230,"Wells, Mr. John",2,male,45.3
S,1,2231,"Ramirez, Miss. Katherine",1,female,61.1
S,1,2232,"White, Lady. Kelly",1,female,30.6
Q,0,2233,"Schneider, Lady. Amy",3,female,5.7
S,0,2234,"Gonzalez, Rev. Arthur",1,male,58.4
C,1,2235,"Jones, Dr. Brandi",1,female,23.0
S,0,2236,"Grant, Dr. Johnathan",2,male,23.9
S,0,2237,"Garcia, Rev. Xavier",1,male,48.2
S,1,2238,"Butler, Dr. Lori",1,female,23.7
S,1,2239,"Gray, Dr. Tiffany",1,female,44.1
S,1,2240,"Heath, Mr. Paul",1,male,45.1
S,0,2241,"Armstrong, Major. Randy",1,male,52.4
C,1,2242,"Ramos, Mr. Thomas",1,male,41.4
S,0,2243,"Miller, Major. Adam",1,male,18.4
S,1,2244,"Gibson, Countess. Barbara",1,female,29.5
C,0,2245,"Salas, Rev. Larry",1,male,44.8
C,1,2246,"Kim, Mr. Joseph",1,male,17.1
S,1,2247,"Wells, Countess. Tiffany",1,female,22.5
S,0,2248,"Thompson, Rev. Adam",1,male,33.0
S,0,2249,"Gonzalez, Mr. Michael",1,male,30.2
S,1,2250,"Lopez, Mrs. Brittney",1,female,11.0
S,0,2251,"Myers, Major. Timothy",3,male,30.3
S,1,2252,"Perez, Lady. Sharon",1,female,18.5
S,0,2253,"Turner, Sir. David",2,male,17.6
Q,0,2254,"Duarte, Mr. Angel",2,male,28.7
S,1,2255,"White, Lady. Sharon",2,female,35.0
S,1,2256,"Fowler, Sir. Brett",1,male,42.9
C,1,2257,"Barry, Mrs. Kari",2,female,35.3
S,1,2258,"Reese, Miss. Erin",2,female,22.8
S,1,2259,"Perry, Major. Jonathan",1,male,63.1
Q,0,2260,"Suarez, Col. Richard",1,male,41.9
S,1,2261,"Hudson, Dr. Caroline",3,female,6.0
C,1,2262,"Anderson, Lady. Allison",1,female,45.4
S,1,2263,"Castillo, Mr. Adam",1,male,48.9
S,1,2264,"Price, Mr. Jake",1,male,36.6
S,0,2265,"Rodriguez, Major. Gregory",2,male,21.3
S,1,2266,"Carrillo, Col. Christopher",3,male,37.0
S,0,2267,"Ferguson, Sir. Daniel",1,male,40.7
S,1,2268,"Thompson, Countess. Krystal",2,female,18.3
S,1,2269,"Jordan, Lady. Sarah",1,female,13.5
S,1,2270,"Simon, Mrs. Grace",1,female,40.4
S,0,2271,"Payne, Rev. Ronald",3,male,26.2
S,1,2272,"Hogan, Dr. Courtney",1,female,26.6
S,1,2273,"Rogers, Mrs. Tracy",1,female,54.4
S,0,2274,"Yates, Dr. Hunter",1,male,43.0
S,0,2275,"Bright, Mr. Adam",1,male,47.2
S,0,2276,"Gomez, Dr. Sean",2,male,29.5
S,1,2277,"Allen, Dr. Susan",1,female,51.3
C,0,2278,"Perez, Sir. Daniel",1,male,2.3
S,0,2279,"Mccormick, Mr. David",1,male,46.8
S,1,2280,"King, Lady. Deborah",1,female,4.3
S,1,2281,"Roberts, Mrs. Stacey",2,female,19.1
Q,1,2282,"Kemp, Col. Robert",2,male,30.7
S,1,2283,"Fisher, Lady. Michele",2,female,42.5
S,1,2284,"Harmon, Rev. Kevin",1,male,51.0
S,0,2285,"Jackson, Col. Robert",1,male,35.0
C,0,2286,"Erickson, Dr. Ryan",1,male,79.5
S,1,2287,"Page, Mrs. Vickie",2,female,29.0
Q,0,2288,"Lloyd, Mr. Jacob",2,male,30.2
C,0,2289,"Ward, Col. William",2,male,44.9
S,1,2290,"Munoz, Major. Christopher",1,male,6.6
S,0,2291,"Reilly, Rev. Kevin",1,male,53.7
Q,1,2292,"White, Col. Jacob",1,male,61.9
C,0,2293,"Rogers, Rev. Vincent",3,male,26.9
C,0,2294,"Duncan, Rev. Leroy",3,male,34.3
S,0,2295,"Bush, Dr. Matthew",1,male,55.3
S,1,2296,"Valenzuela, Lady. Kathy",2,female,34.7
C,1,2297,"Garcia, Lady. Katelyn",1,female,39.2
S,0,2298,"Potter, Major. Joshua",2,male,19.2
C,0,2299,"May, Col. Ryan",2,male,26.9
S,1,2300,"Campbell, Col. Aaron",1,male,63.8
Q,0,2301,"Munoz, Col. Kenneth",1,male,40.3
S,0,2302,"Mcpherson, Countess. Taylor",3,female,56.4
S,1,2303,"Wagner, Col. Alejandro",1,male,58.9
S,0,2304,"Rogers, Mrs. Karen",3,female,23.4
C,1,2305,"Spencer, Mr. James",1,male,53.7
S,1,2306,"Miranda, Mrs. Judy",2,female,27.0
Q,1,2307,"Campos, Mr. Juan",1,male,31.9
C,0,2308,"Hernandez, Rev. Robert",1,male,13.3
Q,1,2309,"Johnson, Mr. John",1,male,21.8
Q,0,2310,"Russell, Sir. Joseph",1,male,30.1
S,0,2311,"Castillo, Major. Thomas",3,male,18.3
S,0,2312,"Leonard, Sir. Thomas",1,male,29.9
S,1,2313,"Nichols, Major. Thomas",3,male,17.5
S,0,2314,"Anderson, Countess. Julie",2,female,26.4
S,1,2315,"Sawyer, Countess. Daisy",1,female,44.5
Q,0,2316,"Ramirez, Sir. Joseph",1,male,57.7
S,1,2317,"Miller, Lady. Kaylee",2,female,52.7
C,0,2318,"White, Rev. Ryan",1,male,33.8
S,1,2319,"Ware, Mrs. Deborah",2,female,49.1
S,1,2320,"Rivera, Dr. Sara",2,female,20.7
S,0,2321,"Davis, Rev. Noah",3,male,38.1
S,0,2322,"Nelson, Rev. Andrew",1,male,40.4
S,1,2323,"Schwartz, Lady. Michelle",1,female,36.8
S,1,2324,"Morris, Miss. Victoria",3,female,17.5
S,1,2325,"Perez, Miss. Sonia",1,female,25.5
S,1,2326,"Chase, Dr. Adrian",3,male,4.1
S,0,2327,"Vasquez, Major. David",2,male,11.2
S,0,2328,"Bond, Dr. Christine",1,female,31.0
S,1,2329,"Jackson, Mr. Gerald",1,male,35.7
S,0,2330,"Coleman, Rev. Eric",1,male,40.0
S,1,2331,"Moore, Countess. Heather",1,female,51.1
C,0,2332,"Hicks, Mr. Peter",2,male,29.5
Q,0,2333,"Everett, Sir. Phillip",1,male,56.9
S,0,2334,"Smith, Sir. Timothy",1,male,51.0
S,0,2335,"Murray, Mr. Samuel",2,male,26.9
S,0,2336,"Humphrey, Mr. Jesse",1,male,56.6
C,0,2337,"Collins, Dr. James",1,male,60.0
S,1,2338,"Ewing, Col. Christopher",2,male,25.9
C,0,2339,"Cannon, Major. Cody",1,male,46.3
C,0,2340,"Harris, Dr. Robert",1,male,41.6
S,1,2341,"Reid, Mr. Anthony",1,male,36.2
S,1,2342,"Lewis, Col. Gary",3,male,52.9
Q,0,2343,"Jones, Dr. Edward",2,male,25.0
S,1,2344,"Smith, Sir. Daniel",1,male,34.7
C,1,2345,"Davis, Countess. Diane",2,female,6.2
S,0,2346,"Bailey, Dr. Sean",1,male,45.8
S,0,2347,"Baker, Dr. James",1,male,48.9
S,0,2348,"Thomas, Major. Justin",1,male,30.1
S,0,2349,"Johnson, Col. Joel",1,male,40.6
S,0,2350,"Escobar, Mr. Alexander",1,male,35.0
S,0,2351,"Brady, Col. Michael",2,male,41.9
S,1,2352,"Miller, Dr. Erica",2,female,31.3
S,0,2353,"Smith, Rev. John",1,male,15.0
Q,0,2354,"Carlson, Dr. Michael",1,male,62.2
S,0,2355,"Griffin, Mr. Trevor",3,male,33.4
S,0,2356,"Wilson, Dr. Daniel",1,male,20.9
C,1,2357,"Fitzgerald, Dr. Casey",1,male,47.3
S,1,2358,"Collins, Dr. April",2,female,53.1
S,0,2359,"Lee, Rev. Matthew",3,male,21.7
S,0,2360,"Barnes, Major. Jason",1,male,49.4
S,1,2361,"Sanchez, Countess. Andrea",1,female,36.5
S,1,2362,"Arnold, Dr. Edward",1,male,57.0
S,0,2363,"Hunter, Sir. Casey",1,male,50.5
C,1,2364,"James, Dr. Michael",3,male,12.2
S,0,2365,"Turner, Major. Steven",3,male,11.4
S,1,2366,"Stephens, Sir. Tyler",1,male,43.9
C,0,2367,"Hall, Col. Ryan",2,male,43.4
S,1,2368,"Stokes, Countess. Donna",1,female,35.2
C,0,2369,"Williams, Miss. Erica",3,female,5.6
C,0,2370,"Williamson, Mr. Derrick",2,male,17.1
S,0,2371,"Chase, Countess. Samantha",3,female,39.4
S,1,2372,"Dillon, Dr. Susan",2,female,15.2
C,1,2373,"Burns, Lady. Brandi",1,female,58.8
S,0,2374,"Campbell, Mr. Jonathan",1,male,50.7
C,1,2375,"Duran, Mr. Scott",1,male,25.6
S,0,2376,"Martinez, Rev. Mark",1,male,46.6
Q,0,2377,"Edwards, Major. Peter",1,male,47.3
Q,0,2378,"Allen, Sir. Alex",2,male,36.3
S,1,2379,"Myers, Lady. Erika",2,female,25.0
S,0,2380,"Bowman, Sir. Steven",3,male,17.7
S,0,2381,"Dominguez, Major. Christopher",1,male,30.1
S,1,2382,"Ortega, Lady. Terry",1,female,30.4
C,0,2383,"Cruz, Rev. David",3,male,20.8
S,1,2384,"Fernandez, Dr. Julie",1,female,24.9
S,1,2385,"Barrett, Lady. Tonya",2,female,27.6
C,1,2386,"Murphy, Countess. Elizabeth",1,female,26.2
S,1,2387,"Smith, Major. Ian",3,male,32.7
Q,1,2388,"Freeman, Col. Brian",1,male,65.7
S,1,2389,"Harper, Mr. Todd",3,male,25.1
S,1,2390,"Bennett, Countess. Rebecca",3,female,19.3
C,1,2391,"Robinson, Lady. Jill",2,female,19.3
Q,1,2392,"Barnes, Major. Robert",1,male,29.8
Q,0,2393,"Dalton, Mr. Ryan",3,male,34.2
S,0,2394,"Porter, Dr. Rachel",1,female,28.3
C,1,2395,"Guzman, Major. Brandon",2,male,33.6
S,0,2396,"Martinez, Col. Joshua",3,male,20.0
Q,0,2397,"Chang, Col. Michael",2,male,49.1
S,1,2398,"Morris, Lady. Margaret",1,female,41.9
S,0,2399,"Bell, Miss. Stephanie",2,female,43.7
S,1,2400,"Thomas, Sir. Jeffrey",1,male,30.8
S,0,2401,"Stein, Mr. Michael",2,male,11.6
S,0,2402,"Leon, Col. Jason",2,male,22.8
S,0,2403,"Stewart, Major. Travis",2,male,31.5
C,1,2404,"Villegas, Mr. Richard",2,male,5.9
Q,1,2405,"Martinez, Mrs. Brenda",1,female,62.0
S,0,2406,"Johnson, Major. James",2,male,47.9
S,0,2407,"Martinez, Col. John",2,male,33.4
C,1,2408,"Jackson, Sir. Donald",1,male,50.8
S,1,2409,"Rice, Miss. Heather",1,female,31.7
S,1,2410,"Cook, Sir. Andrew",2,male,43.1
Q,1,2411,"Mcclain, Dr. Rhonda",1,female,35.6
S,0,2412,"Simpson, Countess. Joan",3,female,13.4
S,1,2413,"Dickson, Mr. Daniel",1,male,42.0
S,1,2414,"Hawkins, Mr. Gary",1,male,51.3
Q,0,2415,"Clayton, Dr. Mark",2,male,25.1
S,0,2416,"Sims, Sir. David",1,male,41.4
S,0,2417,"Sanders, Mr. Jermaine",3,male,32.0
S,1,2418,"Mckinney, Dr. Matthew",1,male,51.0
S,1,2419,"Rosales, Countess. Sarah",1,female,28.5
S,1,2420,"Harris, Dr. Dennis",2,male,7.4
S,0,2421,"Stark, Rev. Mark",2,male,39.1
C,0,2422,"Jones, Sir. Timothy",1,male,45.1
S,1,2423,"Bush, Major. Timothy",1,male,52.8
S,1,2424,"Ferguson, Major. Jeffrey",2,male,6.6
S,1,2425,"Baker, Mrs. Christina",1,female,38.8
S,0,2426,"Tucker, Col. Wayne",2,male,18.8
S,0,2427,"Sandoval, Dr. Nicholas",1,male,58.7
Q,1,2428,"Dyer, Dr. Cynthia",3,female,20.9
S,0,2429,"Miller, Sir. Hayden",3,male,25.6
S,1,2430,"Salazar, Rev. Joseph",1,male,42.7
S,1,2431,"Gilbert, Mrs. Ashley",1,female,47.4
C,1,2432,"Henson, Dr. Timothy",1,male,29.4
S,1,2433,"Merritt, Miss. Mary",1,female,48.2
Q,0,2434,"White, Col. Jason",1,male,39.6
S,0,2435,"Nelson, Dr. Roger",1,male,27.6
S,1,2436,"Berger, Lady. Angelica",1,female,58.7
S,1,2437,"Taylor, Countess. Michelle",2,female,32.7
S,0,2438,"Russell, Rev. Jared",3,male,35.0
S,1,2439,"Hill, Lady. Kelly",2,female,31.7
Q,1,2440,"Rangel, Mrs. Melissa",2,female,14.2
C,0,2441,"Marshall, Mr. Bryan",1,male,44.0
S,0,2442,"Davidson, Dr. Perry",1,male,41.8
S,1,2443,"West, Miss. Sandra",3,female,16.1
S,1,2444,"Sanders, Dr. Meagan",1,female,38.9
S,0,2445,"Taylor, Rev. Christian",2,male,26.8
S,0,2446,"Watts, Rev. Tyler",1,male,64.3
C,1,2447,"Sullivan, Miss. Paula",1,female,8.6
S,1,2448,"Garza, Mr. Brian",1,male,39.5
S,0,2449,"Young, Rev. Ryan",1,male,28.7
C,1,2450,"Williams, Countess. Tara",1,female,15.7
S,0,2451,"Hill, Col. John",2,male,29.1
S,0,2452,"Carter, Rev. Jose",1,male,35.1
Q,0,2453,"Hall, Mr. Randy",1,male,22.0
Q,1,2454,"Giles, Mrs. Morgan",1,female,20.3
S,1,2455,"Rowe, Mrs. Megan",1,female,28.1
C,1,2456,"Evans, Dr. Kimberly",1,female,47.5
C,1,2457,"Roberts, Lady. Jean",1,female,30.7
S,0,2458,"Hurley, Sir. Jeffrey",1,male,39.1
S,1,2459,"Mcgee, Mrs. Lisa",1,female,25.1
S,0,2460,"Murphy, Countess. Danielle",3,female,32.8
S,0,2461,"Mason, Dr. Omar",1,male,26.1
S,1,2462,"White, Sir. Mario",1,male,30.5
S,0,2463,"West, Rev. Jeremy",2,male,37.0
Q,0,2464,"Ray, Major. David",3,male,26.4
C,0,2465,"Diaz, Col. Douglas",2,male,31.6
S,1,2466,"Lopez, Countess. Melissa",3,female,5.5
S,0,2467,"Smith, Dr. Jeremy",1,male,29.1
S,1,2468,"Johnson, Countess. Cheryl",1,female,8.0
C,0,2469,"Warren, Mrs. Samantha",3,female,6.1
S,1,2470,"Taylor, Mrs. Heather",1,female,35.1
Q,1,2471,"Harrison, Sir. Victor",1,male,45.7
C,0,2472,"King, Major. Robert",2,male,35.4
Q,1,2473,"Burgess, Rev. Brian",1,male,54.0
S,0,2474,"Stephenson, Rev. Thomas",1,male,31.6
S,1,2475,"Erickson, Dr. Amanda",2,female,40.5
S,1,2476,"Marks, Rev. William",1,male,38.7
C,1,2477,"Meyer, Major. Michael",1,male,23.1
S,1,2478,"Powers, Lady. Natalie",1,female,7.5
S,0,2479,"Holland, Sir. Logan",1,male,68.0
S,1,2480,"Thomas, Sir. Joseph",1,male,29.4
Q,0,2481,"Adams, Col. Brian",1,male,46.1
S,1,2482,"Trujillo, Countess. Joanna",1,female,35.8
S,0,2483,"Sims, Rev. Scott",1,male,21.2
S,0,2484,"Osborne, Major. Jacob",2,male,27.5
S,0,2485,"Meyer, Dr. David",2,male,22.2
C,1,2486,"Lowe, Lady. Paula",2,female,44.3
S,0,2487,"Christensen, Rev. Logan",2,male,37.7
S,1,2488,"Cantrell, Lady. Kristen",1,female,30.1
S,0,2489,"Curry, Rev. Troy",2,male,39.3
S,0,2490,"Thomas, Dr. Gregory",2,male,31.5
C,1,2491,"Martinez, Lady. Denise",2,female,38.3
Q,1,2492,"Brown, Lady. Anna",3,female,18.4
S,0,2493,"Mason, Sir. John",3,male,23.7
S,1,2494,"Medina, Countess. Pamela",1,female,33.5
S,0,2495,"Holmes, Mr. Richard",1,male,30.2
S,0,2496,"Clark, Dr. Richard",1,male,34.8
S,1,2497,"Morris, Mrs. Sandra",1,female,40.1
S,0,2498,"Davenport, Major. Christopher",1,male,34.3
S,0,2499,"Peterson, Countess. Erin",3,female,15.9
S,0,2500,"Ferguson, Dr. Sean",3,male,30.2
S,1,2501,"Hughes, Miss. Jill",3,female,20.3
S,0,2502,"Robinson, Dr. Erik",1,male,27.5
S,0,2503,"Smith, Major. Ricardo",3,male,36.6
C,1,2504,"Thompson, Lady. Mary",2,female,4.2
C,1,2505,"Rodriguez, Lady. Jessica",2,female,18.9
S,1,2506,"Floyd, Dr. Shelley",1,female,48.8
C,0,2507,"Taylor, Dr. Steven",2,male,39.7
S,0,2508,"Holmes, Dr. Amanda",3,female,24.4
C,0,2509,"Smith, Rev. Joshua",1,male,34.9
S,0,2510,"Brock, Major. Stephen",3,male,37.5
S,0,2511,"Hall, Rev. Gabriel",1,male,63.3
C,1,2512,"Kane, Dr. Jennifer",1,female,54.9
S,0,2513,"Moran, Sir. Adrian",2,male,41.0
S,0,2514,"Shaw, Sir. Kenneth",1,male,33.1
C,0,2515,"Davis, Rev. Jesse",2,male,29.9
S,1,2516,"Lam, Sir. Bryce",1,male,33.3
S,1,2517,"Wood, Lady. Melissa",3,female,26.6
S,0,2518,"Castaneda, Col. Christopher",3,male,30.9
S,1,2519,"Bell, Major. Johnathan",1,male,26.6
S,1,2520,"Manning, Dr. Sarah",3,female,12.8
Q,0,2521,"Stanton, Rev. Anthony",3,male,40.0
S,1,2522,"Jenkins, Countess. Alicia",1,female,25.3
S,1,2523,"Ward, Mrs. Jennifer",3,female,27.8
C,1,2524,"Alexander, Dr. Heather",2,female,17.5
Q,1,2525,"Banks, Lady. Elizabeth",1,female,28.6
C,0,2526,"Kim, Major. Jerry",1,male,27.5
S,0,2527,"Archer, Mr. Shawn",2,male,35.2
S,0,2528,"Ayala, Mr. Danny",1,male,29.2
S,0,2529,"Knox, Major. Jason",3,male,12.8
S,0,2530,"Lindsey, Rev. Matthew",2,male,17.6
Q,0,2531,"Herring, Rev. Justin",1,male,41.8
S,1,2532,"Mendez, Dr. Norma",1,female,43.9
S,0,2533,"Robinson, Miss. Madison",3,female,21.5
S,1,2534,"Daniel, Rev. Mitchell",1,male,16.1
C,0,2535,"Torres, Col. Christopher",3,male,0.1
S,0,2536,"Sloan, Dr. Logan",1,male,37.4
Q,1,2537,"May, Rev. Brian",1,male,22.0
S,1,2538,"Arnold, Miss. Mary",1,female,47.6
S,0,2539,"Mclean, Rev. Zachary",1,male,60.2
C,1,2540,"Morgan, Mrs. Whitney",2,female,37.0
C,0,2541,"Ortiz, Rev. Joshua",3,male,6.1
C,1,2542,"Romero, Major. Jesus",1,male,43.9
C,0,2543,"Fisher, Mr. David",1,male,40.2
S,1,2544,"Banks, Miss. Cheryl",1,female,38.6
S,1,2545,"Schneider, Miss. Wanda",2,female,24.7
C,1,2546,"Richardson, Dr. Linda",1,female,21.9
S,0,2547,"Davis, Rev. Kelly",1,male,35.6
S,0,2548,"Salas, Col. David",2,male,45.4
Q,1,2549,"Santana, Mrs. Melissa",2,female,8.8
S,1,2550,"Weaver, Mrs. Beverly",1,female,47.8
